Mixture	Cell Type	Percentage	dist_cat_n	scat_adj
Tumor	CD8.LEF1	0.124580766	6	0.2
Tumor	CD8.LEF1	0.140440779	6	0.2
Tumor	CD8.LEF1	0.083669673	6	0.2
Tumor	CD8.LEF1	0.167957615	6	0.2
Tumor	CD8.LEF1	0.059990453	6	0.2
Tumor	CD8.LEF1	0.135187299	6	0.2
Tumor	CD8.LEF1	0.126177424	6	0.2
Tumor	CD8.LEF1	0.145403172	6	0.2
Tumor	CD8.LEF1	0.109374558	6	0.2
Tumor	CD8.LEF1	0.136992892	6	0.2
Tumor	CD8.LEF1	0.13264389	6	0.2
Tumor	CD8.LEF1	0.14143881	6	0.2
Tumor	CD8.LEF1	0.153440632	6	0.2
Tumor	CD8.LEF1	0.119874842	6	0.2
Tumor	CD8.LEF1	0.167004289	6	0.2
Tumor	CD8.LEF1	0.108746223	6	0.2
Tumor	CD8.LEF1	0.167170136	6	0.2
Tumor	CD8.LEF1	0.113135612	6	0.2
Tumor	CD8.LEF1	0.069447789	6	0.2
Tumor	CD8.LEF1	0.14026605	6	0.2
Tumor	CD8.LEF1	0.058762734	6	0.2
Tumor	CD8.LEF1	0.16360255	6	0.2
Tumor	CD8.LEF1	0.112242035	6	0.2
Tumor	CD8.LEF1	0.133270441	6	0.2
Tumor	CD8.LEF1	0.079275913	6	0.2
Tumor	CD8.LEF1	0.131808183	6	0.2
Tumor	CD8.LEF1	0.198488485	6	0.2
Tumor	CD8.LEF1	0.078862039	6	0.2
Tumor	CD8.LEF1	0.115407614	6	0.2
Tumor	CD8.LEF1	0.190704526	6	0.2
Tumor	CD8.LEF1	0.137151332	6	0.2
Tumor	CD8.LEF1	0.153707152	6	0.2
Tumor	CD8.LEF1	0.15255598	6	0.2
Tumor	CD8.LEF1	0.128734624	6	0.2
Tumor	CD8.LEF1	0.158568241	6	0.2
Tumor	CD8.LEF1	0.121536923	6	0.2
Tumor	CD8.LEF1	0.187369097	6	0.2
Tumor	CD8.LEF1	0.211306695	6	0.2
Tumor	CD8.LEF1	0.072603967	6	0.2
Tumor	CD8.LEF1	0.127140396	6	0.2
Tumor	CD8.LEF1	0.113864982	6	0.2
Tumor	CD8.LEF1	0.132223488	6	0.2
Tumor	CD8.LEF1	0.176958083	6	0.2
Tumor	CD8.LEF1	0.169407394	6	0.2
Tumor	CD8.LEF1	0.180247948	6	0.2
Tumor	CD8.LEF1	0.134830717	6	0.2
Tumor	CD8.LEF1	0.123316217	6	0.2
Tumor	CD8.LEF1	0.126338595	6	0.2
Tumor	CD8.LEF1	0.153293505	6	0.2
Tumor	CD8.LEF1	0.118273588	6	0.2
Tumor	CD8.LEF1	0.169847161	6	0.2
Tumor	CD8.LEF1	0.181696125	6	0.2
Tumor	CD8.LEF1	0.173546911	6	0.2
Tumor	CD8.LEF1	0.186846911	6	0.2
Tumor	CD8.LEF1	0.054368726	6	0.2
Tumor	CD8.LEF1	0.167006597	6	0.2
Tumor	CD8.LEF1	0.084145137	6	0.2
Tumor	CD8.LEF1	0.190189389	6	0.2
Tumor	CD8.LEF1	0.166200087	6	0.2
Tumor	CD8.LEF1	0.13747586	6	0.2
Tumor	CD8.LEF1	0.113966341	6	0.2
Tumor	CD8.LEF1	0.110752903	6	0.2
Tumor	CD8.LEF1	0.185930394	6	0.2
Tumor	CD8.LEF1	0.131942547	6	0.2
Tumor	CD8.LEF1	0.170373073	6	0.2
Tumor	CD8.LEF1	0.141872244	6	0.2
Tumor	CD8.LEF1	0.118570834	6	0.2
Tumor	CD8.LEF1	0.145295532	6	0.2
Tumor	CD8.LEF1	0.126734471	6	0.2
Tumor	CD8.LEF1	0.044757389	6	0.2
Tumor	CD8.LEF1	0.074380623	6	0.2
Tumor	CD8.LEF1	0.093443326	6	0.2
Tumor	CD8.LEF1	0.108302751	6	0.2
Tumor	CD8.LEF1	0.148280466	6	0.2
Tumor	CD8.LEF1	0.116644432	6	0.2
Tumor	CD8.LEF1	0.115703716	6	0.2
Tumor	CD8.LEF1	0.090420282	6	0.2
Tumor	CD8.LEF1	0.117510437	6	0.2
Tumor	CD8.LEF1	0.147975373	6	0.2
Tumor	CD8.LEF1	0.089405302	6	0.2
Tumor	CD8.LEF1	0.137962173	6	0.2
Tumor	CD8.LEF1	0.110038392	6	0.2
Tumor	CD8.LEF1	0.117823314	6	0.2
Tumor	CD8.LEF1	0.106739531	6	0.2
Tumor	CD8.LEF1	0.127460656	6	0.2
Tumor	CD8.LEF1	0.134545091	6	0.2
Tumor	CD8.LEF1	0.20761452	6	0.2
Tumor	CD8.LEF1	0.075674459	6	0.2
Tumor	CD8.LEF1	0.131128717	6	0.2
Tumor	CD8.LEF1	0.133488667	6	0.2
Tumor	CD8.LEF1	0.08536068	6	0.2
Tumor	CD8.LEF1	0.170287771	6	0.2
Tumor	CD8.LEF1	0.13068282	6	0.2
Tumor	CD8.LEF1	0.17205437	6	0.2
Tumor	CD8.LEF1	0.140023191	6	0.2
Tumor	CD8.LEF1	0.224183419	6	0.2
Normal	CD8.LAYN	0.176367571	5	-0.2
Normal	CD8.LAYN	0.121679471	5	-0.2
Normal	CD8.LAYN	0.12479936	5	-0.2
Normal	CD8.LAYN	0.113594401	5	-0.2
Normal	CD8.LAYN	0.188081656	5	-0.2
Normal	CD8.LAYN	0.159525254	5	-0.2
Normal	CD8.LAYN	0.116987266	5	-0.2
Normal	CD8.LAYN	0.112121512	5	-0.2
Normal	CD8.LAYN	0.147239407	5	-0.2
Normal	CD8.LAYN	0.177403504	5	-0.2
Normal	CD8.LAYN	0.105936965	5	-0.2
Normal	CD8.LAYN	0.177549274	5	-0.2
Normal	CD8.LAYN	0.153968193	5	-0.2
Normal	CD8.LAYN	0.139453429	5	-0.2
Normal	CD8.LAYN	0.123261883	5	-0.2
Normal	CD8.LAYN	0.152652679	5	-0.2
Normal	CD8.LAYN	0.153564162	5	-0.2
Normal	CD8.LAYN	0.122624144	5	-0.2
Normal	CD8.LAYN	0.115661367	5	-0.2
Normal	CD8.LAYN	0.204783888	5	-0.2
Normal	CD8.LAYN	0.198306692	5	-0.2
Normal	CD8.LAYN	0.196468982	5	-0.2
Normal	CD8.LAYN	0.166653368	5	-0.2
Normal	CD8.LAYN	0.174432019	5	-0.2
Normal	CD8.LAYN	0.175454217	5	-0.2
Normal	CD8.LAYN	0.149479251	5	-0.2
Normal	CD8.LAYN	0.173496039	5	-0.2
Normal	CD8.LAYN	0.159304873	5	-0.2
Normal	CD8.LAYN	0.118519206	5	-0.2
Normal	CD8.LAYN	0.177897461	5	-0.2
Normal	CD8.LAYN	0.170402328	5	-0.2
Normal	CD8.LAYN	0.147424594	5	-0.2
Normal	CD8.LAYN	0.128546546	5	-0.2
Normal	CD8.LAYN	0.138877625	5	-0.2
Normal	CD8.LAYN	0.13045057	5	-0.2
Normal	CD8.LAYN	0.133367479	5	-0.2
Normal	CD8.LAYN	0.130901215	5	-0.2
Tumor	CD8.LAYN	0.126742366	5	0.2
Tumor	CD8.LAYN	0.178889204	5	0.2
Tumor	CD8.LAYN	0.101925986	5	0.2
Tumor	CD8.LAYN	0.112078447	5	0.2
Tumor	CD8.LAYN	0.169901857	5	0.2
Tumor	CD8.LAYN	0.072767688	5	0.2
Tumor	CD8.LAYN	0.094215208	5	0.2
Tumor	CD8.LAYN	0.074503799	5	0.2
Tumor	CD8.LAYN	0.092338601	5	0.2
Tumor	CD8.LAYN	0.075278155	5	0.2
Tumor	CD8.LAYN	0.094778132	5	0.2
Tumor	CD8.LAYN	0.143295999	5	0.2
Tumor	CD8.LAYN	0.086668187	5	0.2
Tumor	CD8.LAYN	0.10947756	5	0.2
Tumor	CD8.LAYN	0.104346696	5	0.2
Tumor	CD8.LAYN	0.081631698	5	0.2
Tumor	CD8.LAYN	0.113475918	5	0.2
Tumor	CD8.LAYN	0.092572994	5	0.2
Tumor	CD8.LAYN	0.083721772	5	0.2
Tumor	CD8.LAYN	0.121655538	5	0.2
Tumor	CD8.LAYN	0.074973116	5	0.2
Tumor	CD8.LAYN	0.110053732	5	0.2
Tumor	CD8.LAYN	0.098921965	5	0.2
Tumor	CD8.LAYN	0.167786901	5	0.2
Tumor	CD8.LAYN	0.123567279	5	0.2
Tumor	CD8.LAYN	0.083511359	5	0.2
Tumor	CD8.LAYN	0.093496277	5	0.2
Tumor	CD8.LAYN	0.138164252	5	0.2
Tumor	CD8.LAYN	0.131061956	5	0.2
Tumor	CD8.LAYN	0.151918392	5	0.2
Tumor	CD8.LAYN	0.118726222	5	0.2
Tumor	CD8.LAYN	0.110130577	5	0.2
Tumor	CD8.LAYN	0.131185511	5	0.2
Tumor	CD8.LAYN	0.039648656	5	0.2
Tumor	CD8.LAYN	0.095187554	5	0.2
Tumor	CD8.LAYN	0.130840146	5	0.2
Tumor	CD8.LAYN	0.076331489	5	0.2
Tumor	CD8.LAYN	0.067546862	5	0.2
Tumor	CD8.LAYN	0.281943992	5	0.2
Tumor	CD8.LAYN	0.063359668	5	0.2
Tumor	CD8.LAYN	0.069808271	5	0.2
Tumor	CD8.LAYN	0.132432111	5	0.2
Tumor	CD8.LAYN	0.16371433	5	0.2
Tumor	CD8.LAYN	0.118359206	5	0.2
Tumor	CD8.LAYN	0.11528897	5	0.2
Tumor	CD8.LAYN	0.077497919	5	0.2
Tumor	CD8.LAYN	0.108562851	5	0.2
Tumor	CD8.LAYN	0.142558939	5	0.2
Tumor	CD8.LAYN	0.134534652	5	0.2
Tumor	CD8.LAYN	0.091112399	5	0.2
Tumor	CD8.LAYN	0.122231327	5	0.2
Tumor	CD8.LAYN	0.126135298	5	0.2
Tumor	CD8.LAYN	0.122596015	5	0.2
Tumor	CD8.LAYN	0.13612027	5	0.2
Tumor	CD8.LAYN	0.112352984	5	0.2
Tumor	CD8.LAYN	0.114848339	5	0.2
Tumor	CD8.LAYN	0.089707952	5	0.2
Tumor	CD8.LAYN	0.164073077	5	0.2
Tumor	CD8.LAYN	0.148963956	5	0.2
Tumor	CD8.LAYN	0.112126928	5	0.2
Tumor	CD8.LAYN	0.108580338	5	0.2
Tumor	CD8.LAYN	0.06505144	5	0.2
Tumor	CD8.LAYN	0.223097769	5	0.2
Tumor	CD8.LAYN	0.142259966	5	0.2
Tumor	CD8.LAYN	0.079003211	5	0.2
Tumor	CD8.LAYN	0.193393717	5	0.2
Tumor	CD8.LAYN	0.103247526	5	0.2
Tumor	CD8.LAYN	0.223665355	5	0.2
Tumor	CD8.LAYN	0.122396394	5	0.2
Tumor	CD8.LAYN	0.10876627	5	0.2
Tumor	CD8.LAYN	0.107327081	5	0.2
Tumor	CD8.LAYN	0.105037987	5	0.2
Tumor	CD8.LAYN	0.108113844	5	0.2
Tumor	CD8.LAYN	0.132406228	5	0.2
Tumor	CD8.LAYN	0.127578076	5	0.2
Tumor	CD8.LAYN	0.041981538	5	0.2
Tumor	CD8.LAYN	0.12310198	5	0.2
Tumor	CD8.LAYN	0.097170618	5	0.2
Tumor	CD8.LAYN	0.148165175	5	0.2
Tumor	CD8.LAYN	0.117040862	5	0.2
Tumor	CD8.LAYN	0.16859217	5	0.2
Tumor	CD8.LAYN	0.076566088	5	0.2
Tumor	CD8.LAYN	0.123344649	5	0.2
Tumor	CD8.LAYN	0.1325156	5	0.2
Tumor	CD8.LAYN	0.240751121	5	0.2
Tumor	CD8.LAYN	0.094631703	5	0.2
Tumor	CD8.LAYN	0.084591235	5	0.2
Tumor	CD8.LAYN	0.092492075	5	0.2
Tumor	CD8.LAYN	0.102641542	5	0.2
Tumor	CD8.LAYN	0.098144296	5	0.2
Tumor	CD8.LAYN	0.077570371	5	0.2
Tumor	CD8.LAYN	0.130721978	5	0.2
Tumor	CD8.LAYN	0.099359166	5	0.2
Tumor	CD8.LAYN	0.13447338	5	0.2
Tumor	CD8.LAYN	0.118986735	5	0.2
Tumor	CD8.LAYN	0.066062363	5	0.2
Tumor	CD8.LAYN	0.127732455	5	0.2
Tumor	CD8.LAYN	0.112191011	5	0.2
Tumor	CD8.LAYN	0.057734077	5	0.2
Tumor	CD8.LAYN	0.103006075	5	0.2
Tumor	CD8.LAYN	0.100317142	5	0.2
Tumor	CD8.LAYN	0.149356676	5	0.2
Tumor	CD8.LAYN	0.084296382	5	0.2
Tumor	CD8.LAYN	0.12820344	5	0.2
Tumor	CD8.LAYN	0.15154053	5	0.2
Tumor	CD8.LAYN	0.06726673	5	0.2
Tumor	CD8.LAYN	0.058257126	5	0.2
Tumor	CD8.LAYN	0.076382907	5	0.2
Tumor	CD8.LAYN	0.074801401	5	0.2
Tumor	CD8.LAYN	0.114371111	5	0.2
Tumor	CD8.LAYN	0.099996522	5	0.2
Tumor	CD8.LAYN	0.080422628	5	0.2
Tumor	CD8.LAYN	0.074735875	5	0.2
Tumor	CD8.LAYN	0.142236388	5	0.2
Tumor	CD8.LAYN	0.101491243	5	0.2
Tumor	CD8.LAYN	0.079287121	5	0.2
Tumor	CD8.LAYN	0.077992637	5	0.2
Tumor	CD8.LAYN	0.112066584	5	0.2
Tumor	CD8.LAYN	0.096909859	5	0.2
Tumor	CD8.LAYN	0.108558566	5	0.2
Tumor	CD8.LAYN	0.12738948	5	0.2
Tumor	CD8.LAYN	0.11401268	5	0.2
Tumor	CD8.LAYN	0.109066352	5	0.2
Tumor	CD8.LAYN	0.072959824	5	0.2
Tumor	CD8.LAYN	0.115686006	5	0.2
Tumor	CD8.LAYN	0.125428305	5	0.2
Tumor	CD8.LAYN	0.112351666	5	0.2
Tumor	CD8.LAYN	0.102775072	5	0.2
Tumor	CD8.LAYN	0.079321043	5	0.2
Tumor	CD8.LAYN	0.152348337	5	0.2
Tumor	CD8.LAYN	0.117789992	5	0.2
Tumor	CD8.LAYN	0.139883225	5	0.2
Tumor	CD8.LAYN	0.076036824	5	0.2
Tumor	CD8.LAYN	0.108250532	5	0.2
Tumor	CD8.LAYN	0.067138353	5	0.2
Tumor	CD8.LAYN	0.20117651	5	0.2
Tumor	CD8.LAYN	0.068154722	5	0.2
Tumor	CD8.LAYN	0.148387778	5	0.2
Tumor	CD8.LAYN	0.106295615	5	0.2
Tumor	CD8.LAYN	0.12751164	5	0.2
Tumor	CD8.LAYN	0.079686225	5	0.2
Tumor	CD8.LAYN	0.121601302	5	0.2
Tumor	CD8.LAYN	0.102934045	5	0.2
Tumor	CD8.LAYN	0.102690476	5	0.2
Tumor	CD8.LAYN	0.100058495	5	0.2
Tumor	CD8.LAYN	0.219566691	5	0.2
Tumor	CD8.LAYN	0.18445389	5	0.2
Tumor	CD8.LAYN	0.120043025	5	0.2
Tumor	CD8.LAYN	0.082253577	5	0.2
Tumor	CD8.LAYN	0.082925007	5	0.2
Tumor	CD8.LAYN	0.119660731	5	0.2
Tumor	CD8.LAYN	0.111619405	5	0.2
Tumor	CD8.LAYN	0.061171255	5	0.2
Tumor	CD8.LAYN	0.10610318	5	0.2
Tumor	CD8.LAYN	0.083224864	5	0.2
Tumor	CD8.LAYN	0.222319334	5	0.2
Tumor	CD8.LAYN	0.104886543	5	0.2
Tumor	CD8.LAYN	0.123540119	5	0.2
Tumor	CD8.LAYN	0.131752634	5	0.2
Tumor	CD8.LAYN	0.082444124	5	0.2
Tumor	CD8.LAYN	0.279614341	5	0.2
Tumor	CD8.LAYN	0.208175289	5	0.2
Tumor	CD8.LAYN	0.12115315	5	0.2
Tumor	CD8.LAYN	0.061251579	5	0.2
Tumor	CD8.LAYN	0.101053343	5	0.2
Tumor	CD8.LAYN	0.156013713	5	0.2
Tumor	CD8.LAYN	0.067307772	5	0.2
Tumor	CD8.LAYN	0.088993382	5	0.2
Tumor	CD8.LAYN	0.104811843	5	0.2
Tumor	CD8.LAYN	0.086430251	5	0.2
Tumor	CD8.LAYN	0.12015784	5	0.2
Tumor	CD8.LAYN	0.095768292	5	0.2
Tumor	CD8.LAYN	0.0559945	5	0.2
Tumor	CD8.LAYN	0.102921318	5	0.2
Tumor	CD8.LAYN	0.042801454	5	0.2
Tumor	CD8.LAYN	0.08845039	5	0.2
Tumor	CD8.LAYN	0.073452593	5	0.2
Tumor	CD8.LAYN	0.136916058	5	0.2
Tumor	CD8.LAYN	0.075624153	5	0.2
Tumor	CD8.LAYN	0.098113423	5	0.2
Tumor	CD8.LAYN	0.090409055	5	0.2
Tumor	CD8.LAYN	0.072580082	5	0.2
Tumor	CD8.LAYN	0.102075953	5	0.2
Tumor	CD8.LAYN	0.09200836	5	0.2
Tumor	CD8.LAYN	0.073164753	5	0.2
Tumor	CD8.LAYN	0.10346038	5	0.2
Tumor	CD8.LAYN	0.120302927	5	0.2
Tumor	CD8.LAYN	0.168188627	5	0.2
Tumor	CD8.LAYN	0.132032692	5	0.2
Tumor	CD8.LAYN	0.113161601	5	0.2
Tumor	CD8.LAYN	0.082070959	5	0.2
Tumor	CD8.LAYN	0.070824685	5	0.2
Tumor	CD8.LAYN	0.157800996	5	0.2
Tumor	CD8.LAYN	0.120190202	5	0.2
Tumor	CD8.LAYN	0.116630508	5	0.2
Tumor	CD8.LAYN	0.102314617	5	0.2
Tumor	CD8.LAYN	0.151253588	5	0.2
Tumor	CD8.LAYN	0.055678111	5	0.2
Tumor	CD8.LAYN	0.071331227	5	0.2
Tumor	CD8.LAYN	0.097868054	5	0.2
Tumor	CD8.LAYN	0.096906123	5	0.2
Tumor	CD8.LAYN	0.104111166	5	0.2
Tumor	CD8.LAYN	0.160798458	5	0.2
Tumor	CD8.LAYN	0.074612995	5	0.2
Tumor	CD8.LAYN	0.081254679	5	0.2
Tumor	CD8.LAYN	0.140595113	5	0.2
Tumor	CD8.LAYN	0.096238216	5	0.2
Tumor	CD8.LAYN	0.113759331	5	0.2
Tumor	CD8.LAYN	0.108241235	5	0.2
Tumor	CD8.LAYN	0.092594186	5	0.2
Tumor	CD8.LAYN	0.06441115	5	0.2
Tumor	CD8.LAYN	0.086010714	5	0.2
Tumor	CD8.LAYN	0.172583024	5	0.2
Tumor	CD8.LAYN	0.132093926	5	0.2
Tumor	CD8.LAYN	0.111548733	5	0.2
Tumor	CD8.LAYN	0.158564491	5	0.2
Tumor	CD8.LAYN	0.082367384	5	0.2
Tumor	CD8.LAYN	0.088220247	5	0.2
Tumor	CD8.LAYN	0.132596428	5	0.2
Tumor	CD8.LAYN	0.128828273	5	0.2
Tumor	CD8.LAYN	0.12458192	5	0.2
Tumor	CD8.LAYN	0.176496859	5	0.2
Tumor	CD8.LAYN	0.138847737	5	0.2
Tumor	CD8.LAYN	0.170013865	5	0.2
Tumor	CD8.LAYN	0.064158587	5	0.2
Tumor	CD8.LAYN	0.131585762	5	0.2
Tumor	CD8.LAYN	0.117330665	5	0.2
Tumor	CD8.LAYN	0.117577466	5	0.2
Tumor	CD8.LAYN	0.090350099	5	0.2
Tumor	CD8.LAYN	0.099671711	5	0.2
Tumor	CD8.LAYN	0.080424271	5	0.2
Tumor	CD8.LAYN	0.121026707	5	0.2
Tumor	CD8.LAYN	0.091377945	5	0.2
Tumor	CD8.LAYN	0.080911466	5	0.2
Tumor	CD8.LAYN	0.140937958	5	0.2
Tumor	CD8.LAYN	0.068789117	5	0.2
Tumor	CD8.LAYN	0.091262931	5	0.2
Tumor	CD8.LAYN	0.134111958	5	0.2
Tumor	CD8.LAYN	0.209982486	5	0.2
Tumor	CD8.LAYN	0.104344272	5	0.2
Tumor	CD8.LAYN	0.089874217	5	0.2
Tumor	CD8.LAYN	0.117470486	5	0.2
Tumor	CD8.LAYN	0.1055317	5	0.2
Tumor	CD8.LAYN	0.11392307	5	0.2
Tumor	CD8.LAYN	0.100125047	5	0.2
Tumor	CD8.LAYN	0.094220736	5	0.2
Tumor	CD8.LAYN	0.110908272	5	0.2
Tumor	CD8.LAYN	0.099118169	5	0.2
Tumor	CD8.LAYN	0.148741425	5	0.2
Tumor	CD8.LAYN	0.169141859	5	0.2
Tumor	CD8.LAYN	0.110952808	5	0.2
Tumor	CD8.LAYN	0.083388298	5	0.2
Tumor	CD8.LAYN	0.09268791	5	0.2
Tumor	CD8.LAYN	0.175900102	5	0.2
Tumor	CD8.LAYN	0.181442328	5	0.2
Tumor	CD8.LAYN	0.205407139	5	0.2
Tumor	CD8.LAYN	0.0741126	5	0.2
Tumor	CD8.LAYN	0.093799796	5	0.2
Tumor	CD8.LAYN	0.081358096	5	0.2
Tumor	CD8.LAYN	0.143577836	5	0.2
Tumor	CD8.LAYN	0.147591892	5	0.2
Tumor	CD8.LAYN	0.104875121	5	0.2
Tumor	CD8.LAYN	0.126470437	5	0.2
Tumor	CD8.LAYN	0.066483141	5	0.2
Tumor	CD8.LAYN	0.146054897	5	0.2
Tumor	CD8.LAYN	0.130533184	5	0.2
Tumor	CD8.LAYN	0.125586675	5	0.2
Tumor	CD8.LAYN	0.06689986	5	0.2
Tumor	CD8.LAYN	0.089615221	5	0.2
Normal	CD4.GZMA	0.351994152	3	-0.2
Normal	CD4.GZMA	0.329515825	3	-0.2
Normal	CD4.GZMA	0.330736321	3	-0.2
Normal	CD4.GZMA	0.347738987	3	-0.2
Normal	CD4.GZMA	0.353459743	3	-0.2
Normal	CD4.GZMA	0.344812568	3	-0.2
Normal	CD4.GZMA	0.41192906	3	-0.2
Normal	CD4.GZMA	0.337408883	3	-0.2
Normal	CD4.GZMA	0.348641246	3	-0.2
Normal	CD4.GZMA	0.324842688	3	-0.2
Normal	CD4.GZMA	0.389611778	3	-0.2
Normal	CD4.GZMA	0.371158399	3	-0.2
Normal	CD4.GZMA	0.335653429	3	-0.2
Normal	CD4.GZMA	0.333898654	3	-0.2
Normal	CD4.GZMA	0.318284376	3	-0.2
Normal	CD4.GZMA	0.353878473	3	-0.2
Normal	CD4.GZMA	0.357245623	3	-0.2
Normal	CD4.GZMA	0.337722814	3	-0.2
Normal	CD4.GZMA	0.341881974	3	-0.2
Normal	CD4.GZMA	0.387030539	3	-0.2
Normal	CD4.GZMA	0.335057837	3	-0.2
Normal	CD4.GZMA	0.355012614	3	-0.2
Normal	CD4.GZMA	0.358948618	3	-0.2
Normal	CD4.GZMA	0.368918349	3	-0.2
Normal	CD4.GZMA	0.327175598	3	-0.2
Normal	CD4.GZMA	0.37372938	3	-0.2
Normal	CD4.GZMA	0.360333834	3	-0.2
Normal	CD4.GZMA	0.325507613	3	-0.2
Normal	CD4.GZMA	0.352422493	3	-0.2
Normal	CD4.GZMA	0.313914074	3	-0.2
Normal	CD4.GZMA	0.330144459	3	-0.2
Normal	CD4.GZMA	0.339025691	3	-0.2
Normal	CD4.GZMA	0.345191474	3	-0.2
Normal	CD4.GZMA	0.361799043	3	-0.2
Normal	CD4.GZMA	0.316924279	3	-0.2
Normal	CD4.GZMA	0.361667233	3	-0.2
Normal	CD4.GZMA	0.347555158	3	-0.2
Tumor	CD4.GZMA	0.208685029	3	0.2
Tumor	CD4.GZMA	0.292504665	3	0.2
Tumor	CD4.GZMA	0.26474805	3	0.2
Tumor	CD4.GZMA	0.214403473	3	0.2
Tumor	CD4.GZMA	0.257387482	3	0.2
Tumor	CD4.GZMA	0.309851727	3	0.2
Tumor	CD4.GZMA	0.236843792	3	0.2
Tumor	CD4.GZMA	0.254875354	3	0.2
Tumor	CD4.GZMA	0.341160411	3	0.2
Tumor	CD4.GZMA	0.278797102	3	0.2
Tumor	CD4.GZMA	0.273750581	3	0.2
Tumor	CD4.GZMA	0.309531043	3	0.2
Tumor	CD4.GZMA	0.288485201	3	0.2
Tumor	CD4.GZMA	0.33517946	3	0.2
Tumor	CD4.GZMA	0.295583681	3	0.2
Tumor	CD4.GZMA	0.300246801	3	0.2
Tumor	CD4.GZMA	0.248498446	3	0.2
Tumor	CD4.GZMA	0.280734217	3	0.2
Tumor	CD4.GZMA	0.269630617	3	0.2
Tumor	CD4.GZMA	0.317767503	3	0.2
Tumor	CD4.GZMA	0.267834054	3	0.2
Tumor	CD4.GZMA	0.348519921	3	0.2
Tumor	CD4.GZMA	0.274407832	3	0.2
Tumor	CD4.GZMA	0.254107007	3	0.2
Tumor	CD4.GZMA	0.414856676	3	0.2
Tumor	CD4.GZMA	0.22236372	3	0.2
Tumor	CD4.GZMA	0.388732823	3	0.2
Tumor	CD4.GZMA	0.275780822	3	0.2
Tumor	CD4.GZMA	0.311957849	3	0.2
Tumor	CD4.GZMA	0.250128311	3	0.2
Tumor	CD4.GZMA	0.246282111	3	0.2
Tumor	CD4.GZMA	0.220610469	3	0.2
Tumor	CD4.GZMA	0.362686901	3	0.2
Tumor	CD4.GZMA	0.257024676	3	0.2
Tumor	CD4.GZMA	0.304854061	3	0.2
Tumor	CD4.GZMA	0.323047349	3	0.2
Tumor	CD4.GZMA	0.295062809	3	0.2
Tumor	CD4.GZMA	0.298583112	3	0.2
Tumor	CD4.GZMA	0.176765367	3	0.2
Tumor	CD4.GZMA	0.185923152	3	0.2
Tumor	CD4.GZMA	0.343286926	3	0.2
Tumor	CD4.GZMA	0.294531121	3	0.2
Tumor	CD4.GZMA	0.263981959	3	0.2
Tumor	CD4.GZMA	0.261727519	3	0.2
Tumor	CD4.GZMA	0.217329348	3	0.2
Tumor	CD4.GZMA	0.290824706	3	0.2
Tumor	CD4.GZMA	0.267799961	3	0.2
Tumor	CD4.GZMA	0.289713066	3	0.2
Tumor	CD4.GZMA	0.340138755	3	0.2
Tumor	CD4.GZMA	0.366927387	3	0.2
Tumor	CD4.GZMA	0.252458349	3	0.2
Tumor	CD4.GZMA	0.326996781	3	0.2
Tumor	CD4.GZMA	0.299685516	3	0.2
Tumor	CD4.GZMA	0.366858306	3	0.2
Tumor	CD4.GZMA	0.232109648	3	0.2
Tumor	CD4.GZMA	0.301604339	3	0.2
Tumor	CD4.GZMA	0.398759692	3	0.2
Tumor	CD4.GZMA	0.260983427	3	0.2
Tumor	CD4.GZMA	0.267810023	3	0.2
Tumor	CD4.GZMA	0.244906617	3	0.2
Tumor	CD4.GZMA	0.339622119	3	0.2
Tumor	CD4.GZMA	0.259448157	3	0.2
Tumor	CD4.GZMA	0.306211778	3	0.2
Tumor	CD4.GZMA	0.316930692	3	0.2
Tumor	CD4.GZMA	0.415360603	3	0.2
Tumor	CD4.GZMA	0.377470305	3	0.2
Tumor	CD4.GZMA	0.285076599	3	0.2
Tumor	CD4.GZMA	0.361226973	3	0.2
Tumor	CD4.GZMA	0.275284977	3	0.2
Tumor	CD4.GZMA	0.319513704	3	0.2
Tumor	CD4.GZMA	0.262003838	3	0.2
Tumor	CD4.GZMA	0.313787847	3	0.2
Tumor	CD4.GZMA	0.2694883	3	0.2
Tumor	CD4.GZMA	0.345841618	3	0.2
Tumor	CD4.GZMA	0.31102997	3	0.2
Tumor	CD4.GZMA	0.233173132	3	0.2
Tumor	CD4.GZMA	0.293039052	3	0.2
Tumor	CD4.GZMA	0.307964339	3	0.2
Tumor	CD4.GZMA	0.277681527	3	0.2
Tumor	CD4.GZMA	0.288271748	3	0.2
Tumor	CD4.GZMA	0.205645691	3	0.2
Tumor	CD4.GZMA	0.286553992	3	0.2
Tumor	CD4.GZMA	0.269828128	3	0.2
Tumor	CD4.GZMA	0.267071721	3	0.2
Tumor	CD4.GZMA	0.268115538	3	0.2
Tumor	CD4.GZMA	0.340771946	3	0.2
Tumor	CD4.GZMA	0.269829893	3	0.2
Tumor	CD4.GZMA	0.249754923	3	0.2
Tumor	CD4.GZMA	0.350053202	3	0.2
Tumor	CD4.GZMA	0.278538675	3	0.2
Tumor	CD4.GZMA	0.243132532	3	0.2
Tumor	CD4.GZMA	0.272183836	3	0.2
Tumor	CD4.GZMA	0.348071508	3	0.2
Tumor	CD4.GZMA	0.233410912	3	0.2
Tumor	CD4.GZMA	0.363825128	3	0.2
Tumor	CD4.GZMA	0.194857624	3	0.2
Tumor	CD4.GZMA	0.300228535	3	0.2
Tumor	CD4.GZMA	0.265469343	3	0.2
